U1	U2	U3	Title	School	Total_Edits
1.0790465	9.056423	-2.166065	Mycoplasma ovipneumoniae	UCD	1
-1.342238	9.117923	0.6780928	Souled Out (Jhené Aiko album)	UCD	1
-0.49890974	7.3724875	-1.1436943	P2RX7	UCSD	1
-4.1491303	11.346985	4.183574	User:Dv02159/sandbox/The Single-Chip Cloud Computer	UCSB	1
1.3394142	9.020381	-2.2885754	Clostridium chauvoei	UCD	2
2.0419307	10.452274	0.54271734	Aeropyrum	UCD	1
0.77807003	8.826061	-2.0145833	Acidilobales	UCD	1
1.2556839	9.194315	-2.6434214	Streptomyces nodosus	UCD	2
1.3713974	9.195936	-2.6537566	Streptococcus sanguinis	UCD	8
1.2576935	8.955294	-3.0048707	Methanogenium boonei	UCD	5
0.8773162	8.024295	-1.7120746	Nocardia asteroides	UCD	3
1.2321664	8.624663	-2.146425	Verocytotoxin	UCD	3
1.3731489	9.191664	-2.651517	Streptococcus mitior	UCD	11
0.46445775	7.7058997	-0.25768358	Category talk:Paint manufacturers	UCB	1
-1.855641	7.9887176	0.6654736	Bethan Knights	UCB	1
-0.80889726	9.434706	-1.7487072	Borrelia afzelii	UCD	7
0.73603964	8.990483	-2.3235292	Haloterrigena	UCD	3
0.55628455	9.502611	-1.7672611	Stetteria	UCD	1
1.0760214	9.184257	-2.485196	Palaeococcus	UCD	2
1.0388575	9.146571	-2.4405575	Fervidobacterium islandicum	UCD	2
-0.7539839	8.958246	-2.085734	Pasteurella dagmatis	UCD	1
-4.176527	10.77649	-0.8713982	Kyle Carpenter	UCI	1
-0.6916707	9.031683	-2.284797	Natrinema	UCD	3
0.27739784	10.312177	3.4752488	Glendale Life	UCSB	1
-0.1468809	8.659535	-2.035069	Eperythrozoon muris	UCD	1
-1.081677	9.026112	-2.163333	Yersinia ruckeri	UCD	2
0.9740832	9.050315	-2.1502411	Malacoplasma penetrans	UCD	1
0.57341737	8.509502	-2.1838603	Sulfurisphaera	UCD	1
1.2385049	8.958311	-2.9930482	Methanolobus tindarius	UCD	5
2.3248184	10.852922	1.1472216	Malaysia Airlines	UCB	1
0.95521265	8.066034	-2.521767	Chloroflexus aurantiacus	UCD	12
1.2549337	8.948939	-3.012822	Methanofollis	UCD	1
0.27816376	9.485955	-2.2986631	Leptospira santarosai	UCD	1
1.268306	9.010302	-3.0023293	Methanococci	UCD	4
1.1103424	9.181228	-2.4170496	Jeotgalicoccus marinus	UCD	1
0.985474	9.123291	-2.358523	Chryseobacterium jejuense	UCD	6
-1.9928555	9.331696	-3.0688272	Lilly Singh	UCI	5
0.55314785	8.90076	-2.010436	Desulfurococcaceae	UCD	3
0.87067044	6.6221457	1.2607589	Open addressing	UCB	1
1.2707388	8.997444	-3.0075915	Methanococcoides burtonii	UCD	7
0.47115213	7.9547606	-1.0789694	Metallosphaera	UCD	1
-4.550464	11.232193	-0.6259346	Dan Sullivan (U.S. senator)	UCLA	1
1.1420579	8.039189	-1.7741654	Polydactyly	UCSD	1
0.25550207	8.007131	-2.4876885	Nitrosopumilaceae	UCD	4
2.9955785	8.960038	3.926457	2014 California elections	UCSB	1
-2.249353	11.343816	-1.7103745	Carlos Fernández-Pello	UCB	6
-0.9400136	9.447088	-1.6450572	Borrelia sinica	UCD	1
1.3720258	9.114307	-2.4461646	Enterococcus faecium	UCD	1
0.30991367	9.483575	-2.219156	Ophelia	UCLA	1
2.9866707	8.883998	3.9172385	2016 United States Senate elections	UCB	5
1.0807819	9.078354	-2.1924384	Mycoplasma fermentans	UCD	2
-3.9102712	9.847943	-0.6488064	David Stoddart (geographer)	UCB	4
0.83980036	9.764047	-1.7324046	Archaeoglobus profundus	UCD	2
-2.8359227	7.5806684	3.8510835	Cy Young Award	UCI	2
1.5450869	9.02104	-2.0999756	Chlamydia muridarum	UCD	3
2.2267578	8.805775	2.7363143	California Republican Party	UCSB	1
1.3568572	7.0483074	0.53450924	Talk:Sensitivity and specificity	UCI	1
-0.37143666	9.296254	-1.8666279	Veillonella parvula	UCD	3
1.1533422	8.985227	-2.4479284	Thermus igniterrae	UCD	1
1.1769826	5.5314045	1.1680962	Cryptanaerobacter phenolicus	UCD	1
1.4703387	9.345469	-2.4992204	Bacillus pumilus	UCD	3
1.281168	9.079059	-2.5511067	Thermococcus peptonophilus	UCD	1
1.168436	9.09546	-2.614068	Helicobacter muridarum	UCD	1
1.3972887	9.1990185	-2.4082007	Paeniglutamicibacter cryotolerans	UCD	2
1.4029408	9.280705	-2.9340065	Staphylococcus kloosii	UCD	3
1.121287	9.102816	-2.350379	Bifidobacterium longum	UCD	5
-0.733133	8.977982	-2.3288243	Natronorubrum	UCD	1
1.2521265	9.196571	-2.6382782	Streptomyces roseosporus	UCD	3
1.229373	8.970741	-2.502354	Thermofilum	UCD	1
1.2868463	9.078876	-2.5744193	Thermococcus hydrothermalis	UCD	2
0.97105175	8.229428	-2.2389705	Pyrodictium abyssi	UCD	1
1.2096447	9.021305	-2.5221894	Thermodesulfobacterium hydrogeniphilum	UCD	1
2.0219235	8.46964	1.7510661	Humanitarianism	UCSC	2
0.17583315	10.045446	-1.8235022	Caldisphaera	UCD	1
-1.543793	9.600834	-1.9868555	Neel Jani	UCB	2
-3.6191566	9.957381	-0.53884965	Jonny Quest (TV series)	UCSB	1
0.5278325	9.014152	-2.2220218	Halanaerobiales	UCD	1
0.78466684	8.883264	-1.6655395	Mitophagy	UCB	1
1.4138247	7.111592	-1.7904524	Hydrogenation	UCSB	1
1.5601137	10.010941	4.220507	Harare International School	UCB	3
1.5228995	9.031152	-2.0953326	Chlamydia trachomatis	UCD	1
1.2756262	6.95034	-1.7773188	Ceramic nanoparticle	UCSB	1
0.88871276	9.0091715	-2.2003238	Rhodoblastus sphagnicola	UCD	4
1.2829453	9.100573	-2.5598123	Thermococcus	UCD	1
1.0837983	8.353781	-0.26872462	League of Blood Incident	UCI	1
1.2831692	9.0882015	-2.5538862	Thermococcus profundus	UCD	2
0.8398359	8.033012	-1.8282766	Nocardia brasiliensis	UCD	2
0.9705078	8.991585	-2.2497	Rhodococcus rhodochrous	UCD	1
1.4073032	9.281229	-2.9494874	Staphylococcus chromogenes	UCD	1
-1.5143856	8.920445	-1.6044383	Holophaga foetida	UCD	1
-0.15783753	7.0204744	0.63659483	Heat-assisted magnetic recording	UCLA	1
1.4992541	6.689204	-1.3050162	Magnetostriction	UCLA	2
1.5022631	9.375119	-2.531508	Bacillus mesentericus	UCD	1
1.2324722	8.9214325	-2.9980521	Methanosaeta	UCD	2
1.1803384	5.5263195	1.178343	Cryptosporangium aurantiacum	UCD	1
1.3742789	9.195987	-2.6593404	Streptococcus ratti	UCD	1
1.4511086	9.32405	-2.5004373	Bacillus pseudofirmus	UCD	2
1.4078368	9.065807	-2.316374	Clostridium colicanis	UCD	1
-3.831553	10.742631	-1.0591326	Steven C. Currall	UCD	2
0.733962	9.003267	-2.318351	Haloferax volcanii	UCD	2
0.3258863	8.746796	-1.8379818	Ignisphaera	UCD	1
0.9510737	8.977563	-2.2135909	Rhodopila globiformis	UCD	1
0.40149698	8.429145	-2.2566688	Sulfolobales	UCD	2
-1.1181836	9.144531	-2.077722	Roseiflexus castenholzii	UCD	3
-0.85427284	9.445187	-1.7255974	Borrelia anserina	UCD	1
1.2818147	9.084991	-2.5562177	Thermococci	UCD	2
0.87568694	8.953495	-1.9578583	Neorhizobium huautlense	UCD	1
1.316903	9.095016	-2.395716	Campylobacter coli	UCD	1
0.8256502	8.928921	-2.2652657	Ferroplasma acidiphilum	UCD	1
-1.6367142	8.138014	-1.517915	Woe, Is Me	UCSB	1
1.3765688	9.015465	-2.2851574	Clostridium estertheticum	UCD	4
-0.40129852	8.789356	-2.2449436	Halovivax	UCD	1
0.34537056	8.815358	-1.9028723	Desulfovirgula	UCD	1
1.2527074	9.206499	-2.6631734	Streptomyces acidiscabies	UCD	3
-1.4595997	8.2214775	-2.5222821	Koda Kumi Driving Hit's	UCLA	1
1.2793642	9.025893	-3.0005329	Methanococcus	UCD	3
0.19083047	9.315317	-1.8991473	Legionella oakridgensis	UCD	1
1.0161391	9.110015	-2.3573477	Bradyrhizobium oligotrophicum	UCD	5
-1.0618169	9.015955	-2.1665199	Yersinia intermedia	UCD	2
1.2654053	9.191939	-2.3614035	Macrococcus lamae	UCD	1
1.2750196	8.979973	-3.007641	Methanococcoides methylutens	UCD	2
1.6533701	7.2585897	0.19156533	Retrosynthetic analysis	UCI	1
-0.5374082	9.582006	-2.2131212	Abronia villosa	UCD	1
-2.6606476	7.591562	3.6036892	List of Best Picture milestones	UCI	3
0.15497434	7.7371526	0.15105218	All Eyez on Me	UCSD	1
1.4010497	9.271291	-2.929499	Staphylococcus lentus	UCD	9
-1.2852129	7.9619155	1.7059828	Switched at Birth (TV series)	UCB	3
1.1247475	9.983154	4.5745215	Black Mountain College	UCSB	2
1.2009678	8.9948435	-2.9652975	Methanocella paludicola	UCD	2
0.85588896	8.896877	-2.3146768	Desulfitobacterium metallireducens	UCD	2
1.3696357	9.185661	-2.6489	Streptococcus pyogenes	UCD	1
1.3402457	9.13356	-2.5019455	Enterococcus solitarius	UCD	5
-1.6731924	9.833526	-2.7405574	Morteza Pashaei	UCD	1
0.61802787	7.1768985	0.64428663	Draft:Soft robotics	UCSD	4
-2.6702266	9.554393	-1.1905066	Rae Sremmurd	UCR	4
-0.89265513	9.432061	-1.6933013	Borrelia spielmanii	UCD	5
-2.634127	10.649537	-1.7453433	Jürgen Ligi	UCI	1
-4.362303	11.135714	0.5385655	Matt Taylor (scientist)	UCSB	1
-2.1120358	10.132221	-2.3953204	Boutros Boutros-Ghali	UCD	1
-2.8227975	10.083851	-1.580331	Kurt Waldheim	UCD	1
0.6995759	7.5132265	-0.4958244	Ice Cube discography	UCLA	1
-1.0760447	9.00775	1.0117029	Overexposed (album)	UCSB	1
0.83054686	7.6205273	-1.3851931	Capacitance	UCB	3
-4.5032654	10.971298	-0.6406898	Joseph Newman (journalist)	UCSD	1
0.20519872	8.799581	-2.7025597	Azoospermia	UCLA	2
-2.3624969	8.493714	0.82285917	The Wolf of Wall Street (2013 film)	UCI	1
-1.7002306	10.189228	-2.485355	Zaidi (surname)	UCI	6
0.342247	8.80918	3.2827885	High-speed rail	UCLA	1
1.7594225	6.599951	-0.70210373	List of moments of inertia	UCI	4
-4.3670273	11.038901	-1.1608076	Robert Addison Day	UCLA	5
-2.145505	9.399448	-2.0405848	Joule Unlimited	UCLA	1
-0.03946404	13.917943	0.6759783	User:Taliyehh	UCB	1
-3.989675	10.969516	-0.03854099	Eddie Lacy	UCSB	1
-1.1244375	8.08186	-1.9864599	Talk:Bad Kötzting	UCB	1
0.693549	7.3475194	1.5542227	Barclays Capital Inc. v. Theflyonthewall.com, Inc.	UCB	10
0.4313882	8.178006	1.6940689	6 Days to Air	UCSC	3
0.2549153	6.8289957	0.18606357	Smash the Mirror	UCSD	3
1.7950389	7.926363	1.194748	Social issue	UCSC	1
-1.0967411	9.007841	-1.9908669	Buseoksa	UCB	7
1.1370535	10.611815	1.8401363	Gyeonggi Province	UCB	1
1.46369	6.656263	-1.210063	Magnetic particle imaging	UCB	1
-3.4451709	12.0429735	0.074158765	Leslie Feinberg	UCD	3
-2.655142	10.10071	-2.1030164	Konstantinos Laifis	UCB	2
2.1957042	8.795175	2.8049943	Template:Third-party governors	UCSB	1
-4.1551414	10.456341	0.1334545	Bill Walker (American politician)	UCSB	1
-1.1368874	9.374654	1.8416183	List of hip-hop musicians from New York City	UCSB	1
-0.15422598	8.939332	-2.693601	Azumio	UCB	12
1.8285819	9.804616	1.1947805	List of English words of Arabic origin (K–M)	UCSD	2
-1.3846322	8.913905	-1.2195578	Gonzaque Village	UCLA	1
-0.92479175	9.287005	4.3232775	List of Major League Soccer stadiums	UCLA	15
0.9354216	8.283359	-2.383835	Alfaxalone	UCD	1
-0.3647244	8.189504	0.71005136	Aura (novel)	UCSB	1
0.49069944	8.222339	-2.336159	Bexarotene	UCSF	1
1.5083219	10.489147	1.941568	Japan International Cooperation Agency	UCB	1
-2.1563742	8.482577	-1.8782574	Raijin	UCB	2
1.5851092	8.807959	0.39384952	Poultry farming	UCB	1
-1.2927482	9.074473	-2.6109443	Ashura	UCSB	1
1.1483847	9.974127	4.5309625	Clown college	UCLA	3
-2.3243945	8.148327	1.605784	T-Dog (The Walking Dead)	UCSB	1
-2.329937	8.112633	1.6068158	Template:The Walking Dead	UCSB	2
-0.2477479	9.650301	-1.1845375	Pom Pom (album)	UCSB	1
-0.93420845	8.546994	4.7681136	2015 Indian Premier League	UCLA	1
-0.8712221	8.026829	1.3760666	Nightcrawler (film)	UCB	1
-2.4483743	10.452153	-1.8040133	Georgios Kolokoudias	UCB	2
-2.8273263	10.466215	-1.8546469	Andreas Makris (footballer)	UCB	1
-0.9873326	9.901048	-1.6497961	Nestoras Mytidis	UCB	1
1.7997969	7.8067474	2.2527132	National health insurance	UCB	1
-0.24847005	6.5292125	-0.4985377	Orion (spacecraft)	UCB	2
-4.1539464	11.326545	4.17489	User:Claudiafunkhouser/sandbox	UCSB	4
1.5095783	8.964994	-1.811183	Haemophilus meningitis	UCSB	1
1.4941674	6.375959	-0.1252163	Max-flow min-cut theorem	UCB	3
-2.750859	9.961558	0.1393271	Gospel of John	UCB	1
1.5465817	7.4589067	0.5457042	Imagined contact hypothesis	UCLA	4
1.1684018	7.9704022	-2.3950891	Interstellar formaldehyde	UCLA	1
1.8927593	6.130169	-0.26809704	Ample line bundle	UCLA	2
-3.123537	8.662138	-1.433436	Talk:An Jung-geun	UCLA	3
2.1526535	8.831967	2.5345447	National Coalition Party	UCD	1
0.4636189	9.723199	-1.1751928	Marmara (moth)	UCB	1
1.8304969	8.3824415	1.5343361	Racialism	UCSB	2
-0.5516655	10.025805	-1.2268859	Culpa	UCLA	1
-2.0143852	8.315816	1.3746006	Dracula II: Ascension	UCLA	1
0.13658114	8.590732	-0.33628783	Brazilian hair straightening	UCSC	1
0.501717	8.058743	-1.8511659	Xerophile	UCSC	1
-1.5035561	8.862024	4.97278	2014 MLS Dispersal Draft	UCLA	3
-4.325815	11.067094	-0.4666696	Matt Dunn (soccer)	UCLA	2
-1.1993778	6.412397	0.7186426	New Super Mario Bros. 2	UCLA	1
-3.9970455	10.4423065	-0.45393053	Tommy McNamara	UCLA	1
-1.0754883	8.736049	-2.2526705	Donny Toia	UCLA	6
-2.2916574	8.103199	1.6124485	Self Help (The Walking Dead)	UCSB	1
-3.185435	9.583843	-0.8651995	Kris Tyrpak	UCLA	3
-2.601039	11.893707	-0.4649692	Clair	UCSD	1
1.0518006	10.498916	5.0357213	Atlanta Public Schools	UCSD	1
1.1273042	7.0756884	-0.9534617	Joule heating	UCSD	4
1.7997786	6.9786987	0.2642456	Branches of physics	UCLA	1
1.0604926	9.647724	0.09121487	List of coffee drinks	UCI	1
1.4427359	7.404993	-0.3536379	Meta Hacker Cup	UCSD	1
-0.101766795	8.632138	-1.6996485	Maximum parsimony	UCB	1
-0.4674893	7.6568213	0.75035113	EndNote	UCSB	1
1.7367911	3.298304	3.852966	Wikipedia:Articles for deletion/Julien Blanc	UCLA	1
-1.1610764	8.706574	4.0949025	List of racket sports	UCR	1
1.6900921	6.633753	-0.74729234	Lateral surface	UCB	1
-0.3780382	9.753048	0.42656887	COYOTE	UCI	1
0.6568147	10.378822	2.7637389	Femicides in Ciudad Juárez	UCI	2
-1.1021142	8.669667	1.1658009	Bullet (Misfits song)	UCD	1
-0.81583655	9.201906	1.8176273	Secret Garden (South Korean TV series)	UCLA	1
2.21341	8.169104	2.1725514	List of U.S. states and territories by poverty rate	UCSD	1
-1.1148927	9.881251	-1.3269167	Cointreau	UCLA	1
1.2878968	9.925004	0.33560395	Brazilian tea culture	UCD	1
-1.2755624	8.173124	1.4871095	Five Nights At Freddy's 2	UCSB	12
-3.991518	10.084	-0.57480276	Phillip Tanner	UCLA	1
-2.6599412	11.765618	0.060272258	Marian and Vivian Brown	UCSF	1
0.87591	6.2285457	1.1272267	Extensible Provisioning Protocol	UCB	1
-2.003409	7.087651	2.2506404	Survivor: Heroes vs. Villains	UCSB	17
0.9184229	8.346124	-2.4220595	Mitoxantrone	UCD	1
1.9145153	8.350929	-1.2583717	Interesterified fat	UCB	1
0.9053739	8.482074	-2.1079328	Talk:Racemic epinephrine	UCD	2
-2.435275	12.120792	0.19434905	Claire Trevor School of the Arts	UCI	6
-0.62583643	9.702659	-1.6869379	Armagnac	UCLA	1
1.0190325	9.463521	0.08082499	List of brand name soft drink products	UCI	1
-1.216992	9.039206	0.84181017	YYZ (song)	UCSC	1
-0.9268388	9.403933	4.6265225	1983 Washington Redskins season	UCSB	1
1.8891644	9.867134	2.7271175	Talk:Croatian mile	UCB	1
2.3210704	7.8838124	0.8310761	Ecology	UCD	2
0.31191635	8.884698	3.392349	Southern Pacific Railroad	UCB	1
-0.8748646	6.938146	0.9902809	Ingress (video game)	UCI	1
-4.0735955	10.966828	-0.65847707	Matthew Stafford	UCLA	4
-2.9101484	12.020698	0.26419696	Abby Martin	UCD	1
-0.5332805	6.8595862	1.8135829	List of Netflix original programming	UCB	1
1.7442256	10.370228	1.9655093	History of Chinese Americans	UCLA	3
0.3178842	7.957736	0.3383919	Heck reaction	UCSD	1
1.2251494	10.537959	5.078223	Concord High School (California)	UCSD	3
-1.8919877	8.823096	-2.414191	Kasumi Arimura	UCB	1
2.335343	10.788392	1.0521332	List of Delta Air Lines destinations	UCB	4
1.3486037	8.635637	-1.6607012	Epidermolysis bullosa	UCB	1
-1.0358725	7.054522	-2.0272658	User talk:Astimulation	UCB	1
-3.6546633	10.372762	-0.8618895	Talk:Michael Keaton	UCI	1
-4.5052004	9.796877	-1.0113163	Parker, Colorado	UCB	1
1.7953016	9.299681	2.312093	Talk:Potential enlargement of the European Union	UCB	1
-0.5433966	9.643848	-1.8053144	Ömer Cerrahoğlu	UCLA	1
-3.6134818	10.809819	0.26649407	Apollo Robbins	UCSD	1
-2.298629	12.081941	-0.13529801	Samantha Cristoforetti	UCSB	1
-0.94389015	10.062354	-1.5698017	Avalancha de Éxitos	UCSC	1
0.5254176	10.649743	1.344884	Maya Harris	UCB	2
1.9233717	7.898079	-1.5662374	Single-cell variability	UCB	3
-3.7752848	10.50896	-0.49506032	William John McGee	UCB	1
-0.058827303	7.089309	0.8670685	Dolby	UCD	2
-0.98959744	9.424533	4.5250654	Template:Southern League (baseball)	UCLA	1
-0.8462815	9.115189	4.426146	Southern League (1964–present)	UCLA	1
-1.2315241	9.448633	-1.9729426	Biloxi Shuckers	UCLA	1
1.2775791	7.118781	-1.0967015	Refrigerator mother theory	UCB	1
-3.4991114	10.905345	-1.6982806	Mark Caguioa	UCI	2
-3.078586	8.616751	-1.4648451	Nam Ji-hyun (actress, born 1990)	UCD	7
1.812061	6.1236753	-0.37334526	Covariant derivative	UCB	2
1.4473695	8.55251	-1.284774	Putamen	UCLA	4
-3.969296	11.1812525	-0.90905654	Doug Nordquist	UCSD	1
0.9497632	8.20796	-2.482862	Triamcinolone acetonide	UCSD	1
0.45704025	8.580708	-2.5928965	Tritan copolyester	UCB	1
-1.1898884	8.800855	2.6808717	Transversal Theater Company	UCI	2
-0.16684535	8.777304	-1.6411052	Harmodius and Aristogeiton	UCR	3
1.825587	7.483759	3.0889635	Template:Greek mythology sidebar	UCI	1
-3.5611882	11.63954	1.0306438	Lewis Morrison	UCSB	3
-4.583982	10.314633	-0.37660432	Uriah P. Levy	UCD	1
-4.3343105	11.12577	-0.1857946	Richard Rodgers (tight end)	UCB	1
0.23658636	9.339147	2.259933	Hotelling's law	UCSC	1
1.5091773	7.534399	-0.3479126	Fillet (mechanics)	UCLA	1
-1.0725148	8.898595	1.0820118	Super Girl (Super Junior song)	UCSD	1
-1.580575	8.892381	-2.9151664	Dhaulakuan	UCB	1
-2.174766	11.128353	-1.7033318	Guillermo Algaze	UCSD	1
-3.2607296	10.633666	-0.6697821	George Peckham	UCB	1
0.51289785	7.8404126	0.025037281	Suspension lift	UCLA	1
-0.023530943	9.874939	0.43062633	Elephant in the room	UCB	1
-3.156506	10.40099	-0.732654	Sachs	UCR	2
1.7643466	7.0199733	0.94675	Resource-based relative value scale	UCSF	1
1.2021503	9.409325	2.3624618	Recovered Territories	UCI	1
-3.5416434	10.863337	0.8341106	Modelling clay	UCB	1
-2.828765	12.384442	-0.2800189	Nicole Wong	UCB	1
1.054178	7.727528	1.5221736	Career	UCI	1
0.47994715	7.947523	0.18086177	Sleep hygiene	UCLA	6
1.7839878	6.0179515	-0.49338993	Tensor operator	UCSD	4
-2.4456563	11.435422	-1.6724999	Lola Álvarez Bravo	UCR	1
-1.994641	8.7538595	-2.0351307	Surinder Shinda	UCD	1
-1.5637665	9.771486	-2.3199503	Hardev Dilgir	UCD	1
2.5980299	9.847482	1.9651212	Talk:Kurdistan	UCI	1
-3.3321643	11.166219	-0.12604903	Montgomery Blair	UCB	1
1.2433465	10.521393	5.1386523	Goddard High School (New Mexico)	UCLA	1
0.9903498	6.608688	-0.80893683	I-beam	UCLA	2
1.5864216	9.391132	1.006553	Language deprivation	UCD	1
-2.2799911	8.140799	1.5918924	Coda (The Walking Dead)	UCSB	6
-0.92999005	8.131625	-1.6849604	Talk:Molality	UCI	1
-1.8684714	8.675327	0.5914528	Angelique	UCSB	1
1.8114991	5.849472	-0.4269609	Gaussian process	UCSD	1
-1.3139268	9.058716	-2.596655	ASHRAE 55	UCB	4
-2.8189528	11.979228	-0.11149273	Beth Greene	UCSB	7
-4.258652	11.292858	-0.011391082	Tyler James Williams	UCSB	1
-2.4224856	8.296536	1.5335441	Noah (The Walking Dead)	UCSB	2
-1.7473822	10.509972	-1.4964004	Valentina Matviyenko	UCI	1
1.0505672	10.043391	1.6358869	Pashtun tribes	UCI	6
-3.5694406	10.618583	-0.91150516	Roger B. Taney	UCI	1
2.4956696	9.484054	1.4039844	Timeline of the history of Islam (6th century)	UCI	1
-2.4471776	8.262234	1.560887	Oscar (The Walking Dead)	UCSB	1
1.5090797	8.74248	1.2590159	God helps those who help themselves	UCSC	1
1.815939	7.2999163	-0.9275582	Master of Chemistry	UCD	1
-2.7947721	9.816582	0.47913596	Noah Lomax	UCSB	1
-2.433909	8.259395	1.550202	Gabriel Stokes (The Walking Dead)	UCSB	1
-2.240152	8.1350155	1.6075491	Days Gone Bye (The Walking Dead)	UCSB	1
1.3799714	7.626147	-1.4914227	Swimming pool reactor	UCSB	2
-3.2034786	10.218218	-1.1081018	Richard Schoen	UCI	1
1.7795734	8.34896	0.38674384	List of Trauma Center characters	UCSD	8
-4.095331	11.283418	-1.5089437	Ash Carter	UCLA	1
-1.7773561	8.5913515	3.4801793	List of WWE Women's Champions (1956–2010)	UCLA	1
-0.044323783	10.472056	3.514902	Reedley, California	UCD	1
-3.9070284	11.654443	-0.7008015	Anthony Dryden Marshall	UCSF	1
0.11965931	10.217144	3.2039104	North Miami Beach, Florida	UCD	2
-4.154857	11.339064	4.1815767	User:Ilymary27/sandbox	UCSC	8
-1.2655876	9.015631	4.432793	2012 World Series	UCD	1
-1.1013442	8.974562	1.080019	Helpless (Crosby, Stills, Nash & Young song)	UCSB	1
-3.806899	11.310543	-0.27319926	Lester Frank Ward	UCB	1
2.4315445	8.604376	1.0651067	List of suicides of LGBTQ people	UCLA	2
0.569137	6.1685276	1.0154865	Comparison of online backup services	UCSC	1
2.2396896	8.725567	2.564032	Populist Party (United States)	UCLA	1
1.2965059	8.794328	1.4838794	To Be Young, Gifted and Black	UCSD	2
-1.493511	8.051974	-1.38749	.950 JDJ	UCSD	1
0.14250785	6.915158	2.1913462	CNN controversies	UCI	1
-0.16120318	8.335731	1.451874	Suicide Squad	UCSD	1
1.1611456	8.407839	2.1539543	A Most Violent Year	UCSD	1
1.3520353	6.678088	1.1938423	Infosys	UCB	1
-4.1612997	11.3369	4.1902065	User:Alafarge/sandbox	UCI	1
0.41994184	6.991747	-0.676389	Crystal Caines	UCSB	3
-1.6779703	9.883546	-2.7864606	Qurnat as Sawda'	UCLA	3
-0.4761927	9.2536955	-1.6090702	Chespirito	UCR	1
0.39132395	8.33687	-0.2865722	Headis	UCSD	1
-2.4622562	8.511736	0.763195	Wolf-PAC	UCR	1
-4.3788686	10.956932	-0.9006942	Glen Mazzara	UCSB	1
-0.78997314	8.097578	1.3684213	The Color Purple (1985 film)	UCSB	1
-3.255779	10.627983	-1.7139151	Christoph Graupner	UCB	2
0.8926819	9.476181	1.9356514	List of hospital ships sunk in World War II	UCLA	2
-0.67157495	9.073007	1.0784898	Jingle All the Way 2	UCB	1
-4.388009	10.352227	-0.7804201	Scott M. Gimple	UCSB	1
-4.1456304	11.333689	4.187077	User:Mcp25/sandbox	UCB	16
-3.4240427	11.179765	-0.42204446	Emmanuel Sanders	UCLA	1
-0.8499906	6.8621573	1.0394442	Façade (video game)	UCSC	1
-0.17374907	8.990342	-2.7512867	Iggy Azalea	UCSD	1
-2.1997666	10.964327	-1.8043218	Jorge Basadre	UCB	1
1.4189512	6.8352056	-1.5159731	Carbon-13 nuclear magnetic resonance	UCB	2
1.4919579	8.195612	-0.47856793	Premelting	UCB	1
0.049824	9.610558	-2.254937	Alydidae	UCR	1
-4.447581	10.722095	-0.039463334	David Matthews (composer)	UCR	1
-3.265083	9.444202	-0.5886459	Peter Pan Live!	UCLA	1
-4.8880787	11.206455	-0.33995357	Cliff Curtis	UCSB	2
-2.0526533	11.198107	-0.3173539	Alycia Debnam-Carey	UCSB	1
-3.206385	10.253855	-0.41550815	Frank Dillane	UCSB	1
1.7369401	8.510734	1.3380493	Ball culture	UCB	1
0.86223394	7.120125	-2.0324135	Lead–acid battery	UCSD	2
-0.8458257	7.808502	1.4897714	Black Rage (film)	UCSB	1
-3.6901567	9.0678425	-1.2112234	Chol Soo Lee	UCD	1
1.2706825	10.77168	5.0146317	El Segundo High School	UCLA	4
-0.28493926	10.467668	-2.2365937	Mento	UCLA	1
-4.103238	11.281401	-1.4265655	Nick Swinmurn	UCSD	1
-0.02816411	9.358317	-1.0583898	Desert tortoise	UCSB	1
-0.6391921	9.073412	3.8955657	Template:AMC Shows	UCSB	1
1.2948754	8.151434	1.3954399	Child protection	UCSB	1
-1.318705	9.1889925	-1.0714551	Talk:Buffon's needle problem	UCB	1
-0.589964	9.273227	0.39476153	Bull spread	UCLA	2
-4.1107903	10.963467	-0.8356526	Ryan Lavarnway	UCLA	2
-1.8511403	9.048811	-1.759328	Yolandita Monge	UCB	2
1.2679334	9.391198	4.2968626	List of research universities in the United States	UCSD	8
-0.0065746754	9.276817	1.4163332	Saving Christmas	UCSD	1
-0.5986794	7.8474298	1.8374555	Comedic genres	UCSB	2
2.3302484	9.952051	1.3561165	Pre-sectarian Buddhism	UCI	1
0.7177739	7.8870435	0.90244144	Relative dating	UCB	3
2.417251	8.279972	0.59318274	Extinct in the wild	UCLA	2
1.3077059	9.976698	2.2774012	Child Jesus images in Mexico	UCM	1
-1.1410737	7.9301476	-0.6074988	Smudging	UCB	1
1.6531807	6.130888	0.23283884	Random number generation	UCB	1
-0.9880101	9.322301	1.6652273	Music in the Elizabethan era	UCB	1
-3.2029386	10.225065	-0.70406246	John Carbone Porfilio	UCB	1
2.5920444	9.835012	1.5189375	Sheikh Zayed Grand Mosque	UCSB	1
-0.30180338	8.440226	1.2286465	Gods in The Odyssey	UCSB	1
-4.387974	11.312675	8.616024e-05	Troy Baker	UCSB	3
0.45914963	8.226659	1.991041	Pro Era	UCR	2
-1.4520668	7.785877	0.51991165	Street Fighter IV	UCSC	1
-2.4585989	8.28382	1.53191	Gareth (The Walking Dead)	UCSB	1
-2.509414	11.77972	0.17408536	Dawn Lerner	UCSB	2
2.9254143	8.105906	-7.462712	User talk:169.229.72.242	UCB	1
